row,col,text,bbox_x1,bbox_y1,bbox_x2,bbox_y2
0,101,47463,563.2,665.5994880000001,684.8,688.0005120000001
0,102,ELPR,563.2,691.2,688.001024,726.4005119999999
0,103,8186.41,563.2,729.5999999999999,688.001024,751.9994879999999
0,104,5438.51,563.2,768.0,688.001024,790.399488
0,105,4857-5,563.2,793.600512,688.001024,819.199488
0,106,185812,563.2,832.0005120000001,688.001024,854.4000000000001
0,107,737ML,563.2,857.599488,688.001024,886.399488
0,108,6334,563.2,895.9994879999999,688.001024,918.400512
0,109,5940,563.2,921.5999999999999,688.001024,947.2005119999999
0,110,MM,691.2,243.199488,755.2,265.600512
0,111,7,691.2,268.79999999999995,758.401024,294.400512
0,112,1,691.2,307.20000000000005,761.6,329.599488
0,113,7,691.2,332.800512,761.6,358.399488
0,114,C,691.2,371.200512,761.6,393.59999999999997
0,115,/,691.2,435.199488,761.6,457.600512
0,116,/,691.2,499.20000000000005,761.6,524.800512
0,117,7,691.2,396.799488,764.798976,422.40000000000003
0,118,7,691.2,460.79999999999995,764.798976,489.59999999999997
0,119,1,691.2,537.5999999999999,764.798976,559.9994879999999
0,120,7,691.2,563.200512,764.798976,588.799488
0,121,-6,691.2,601.600512,764.798976,624.0
0,122,/,691.2,640.0005120000001,764.798976,652.8
0,123,1,691.2,665.5994880000001,764.798976,688.0005120000001
0,124,/,691.2,703.9994879999999,764.798976,716.800512
0,125,Z,691.2,729.5999999999999,764.798976,755.200512
0,126,/,691.2,768.0,764.798976,780.7994880000001
0,127,-4,691.2,793.600512,764.798976,816.0
0,128,Z,691.2,832.0005120000001,764.798976,854.4000000000001
0,129,Z,691.2,857.599488,764.798976,883.1999999999999
0,130,Z,691.2,895.9994879999999,764.798976,918.400512
0,131,Z,691.2,921.5999999999999,764.798976,943.9994879999999
0,132,105 DAY,768.0,268.79999999999995,886.401024,294.400512
0,133,9/50.8,768.0,332.800512,886.401024,358.399488
0,134,PAX,768.0,230.39999999999998,889.6,262.399488
0,135,8340 S,768.0,307.20000000000005,889.6,329.599488
0,136,1084(16,768.0,371.200512,889.6,393.59999999999997
0,137,U79KY,768.0,396.799488,892.798976,422.40000000000003
0,138,76/57,768.0,435.199488,892.798976,457.600512
0,139,926-6-1,768.0,460.79999999999995,892.798976,489.59999999999997
0,140,10638.3,768.0,499.20000000000005,892.798976,521.5994880000001
0,141,8349.2,768.0,537.5999999999999,892.798976,559.9994879999999
0,142,9379.4,768.0,563.200512,892.798976,588.799488
0,143,10341,768.0,601.600512,892.798976,624.0
0,144,10414,768.0,627.199488,892.798976,655.9994879999999
0,145,8608-1,768.0,665.5994880000001,892.798976,688.0005120000001
0,146,900.8,768.0,691.2,892.798976,720.0
0,147,9669.3,768.0,729.5999999999999,892.798976,751.9994879999999
0,148,+0+4.,768.0,768.0,892.798976,784.0005120000001
0,149,8487.5,768.0,793.600512,892.798976,816.0
0,150,16793-8,768.0,819.199488,892.798976,854.4000000000001
0,151,10200,768.0,857.599488,892.798976,883.1999999999999
0,152,1468 8,768.0,895.9994879999999,896.0,918.400512
0,153,8%7,768.0,921.5999999999999,899.201024,943.9994879999999
0,154,***,896.0,230.39999999999998,1020.798976,252.799488
0,155,ST70.Y,896.0,256.000512,1020.798976,291.199488
0,156,$536.3,896.0,294.400512,1020.798976,323.200512
0,157,30.62,896.0,332.800512,1020.798976,355.20000000000005
0,158,5546,896.0,396.799488,1024.0,422.40000000000003
0,159,4.62-9,896.0,435.199488,1024.0,457.600512
0,160,3318.57,896.0,460.79999999999995,1024.0,486.40051199999994
0,161,3963.6,896.0,563.200512,1024.0,585.5999999999999
0,162,4040-1,896.0,665.5994880000001,1024.0,688.0005120000001
0,163,5042,896.0,358.399488,1027.198976,390.40051199999994
0,164,3F0FY,896.0,499.20000000000005,1027.198976,521.5994880000001
0,165,4528,896.0,524.800512,1027.198976,556.8
0,166,4872.2,896.0,601.600512,1027.198976,624.0
0,167,4940,896.0,627.199488,1027.198976,655.9994879999999
0,168,3833 L,908.8,691.2,1024.0,716.800512
0,169,36942,908.8,729.5999999999999,1024.0,751.9994879999999
0,170,368-3,908.8,793.600512,1024.0,816.0
0,171,325361,908.8,895.9994879999999,1024.0,918.400512
0,172,40987,908.8,755.200512,1027.198976,784.0005120000001
0,173,405.6,908.8,832.0005120000001,1027.198976,851.2005119999999
0,174,68679,908.8,857.599488,1027.198976,880.0005120000001
0,175,33.8,908.8,921.5999999999999,1027.198976,943.9994879999999
0,176,QR CODE,1036.8,217.60051199999998,1161.598976,252.799488
0,177,STAL6,1036.8,256.000512,1161.598976,288.0
0,178,3746 +,1036.8,294.400512,1161.598976,316.79999999999995
0,179,320.11,1036.8,319.999488,1161.598976,355.20000000000005
0,180,5543-1,1036.8,358.399488,1161.598976,384.0
0,181,46577,1036.8,396.799488,1161.598976,419.200512
0,182,369-1,1036.8,422.40000000000003,1161.598976,454.399488
0,183,368612,1036.8,460.79999999999995,1161.598976,483.199488
0,184,4108.1,1036.8,486.40051199999994,1161.598976,521.5994880000001
0,185,3283,1036.8,524.800512,1161.598976,550.399488
0,186,3602,1036.8,563.200512,1161.598976,585.5999999999999
0,187,54908,1036.8,588.799488,1161.598976,620.800512
0,188,A054.7,1036.8,627.199488,1161.598976,649.600512
0,189,4456-4,1036.8,665.5994880000001,1161.598976,688.0005120000001
0,190,3848.Y,1036.8,691.2,1161.598976,716.800512
0,191,3178.5,1036.8,729.5999999999999,1161.598976,751.9994879999999
0,192,3828,1036.8,755.200512,1161.598976,784.0005120000001
0,193,4408.5,1036.8,793.600512,1161.598976,816.0
0,194,3192-4,1036.8,832.0005120000001,1161.598976,851.2005119999999
0,195,3894.4,1036.8,857.599488,1161.598976,880.0005120000001
0,196,36 X 2,1036.8,895.9994879999999,1161.598976,918.400512
0,197,358.8,1036.8,921.5999999999999,1161.598976,947.2005119999999
0,198,AMOUNT,1164.8,256.000512,1295.998976,278.4
0,199,FOODPANDA,1164.8,217.60051199999998,1299.2,246.400512
0,200,TAX,1164.8,319.999488,1299.2,345.6
0,201,MARK,1164.8,358.399488,1299.2,380.800512
0,202,PAYMENT,1164.8,422.40000000000003,1299.2,444.799488
0,203,ITEM,1164.8,524.800512,1299.2,547.2
0,204,CASHIER,1164.8,294.400512,1302.401024,316.79999999999995
0,205,L,1164.8,384.0,1302.401024,419.200512
0,206,CASHIER,1164.8,460.79999999999995,1302.401024,483.199488
0,207,CASHIER,1164.8,486.40051199999994,1302.401024,515.200512
0,208,CASHIER,1164.8,563.200512,1302.401024,585.5999999999999
0,209,CASHIER,1164.8,588.799488,1302.401024,614.4000000000001
0,210,CASHIER,1164.8,627.199488,1302.401024,649.600512
0,211,=,1164.8,652.8,1302.401024,688.0005120000001
0,212,CASHIER,1177.6,691.2,1302.401024,713.5994880000001
0,213,SR.,1177.6,729.5999999999999,1302.401024,751.9994879999999
0,214,CASHIER,1177.6,755.200512,1302.401024,784.0005120000001
0,215,ITEM,1177.6,793.600512,1302.401024,816.0
0,216,.,1177.6,819.199488,1302.401024,854.4000000000001
0,217,.,1177.6,857.599488,1302.401024,880.0005120000001
0,218,.,1177.6,895.9994879999999,1302.401024,918.400512
0,219,CASHIER,1177.6,921.5999999999999,1302.401024,947.2005119999999
0,220,94X4,1305.6,384.0,1433.6,409.600512
0,221,FF.>,1305.6,486.40051199999994,1433.6,508.79999999999995
0,222,PRIM.,1305.6,217.60051199999998,1436.801024,240.0
0,223,886,1305.6,281.599488,1436.801024,310.399488
0,224,FOS.2,1305.6,319.999488,1436.801024,342.400512
0,225,427-4,1305.6,358.399488,1436.801024,380.800512
0,226,8+3.2,1305.6,256.000512,1440.0,278.4
0,227,690.31,1305.6,422.40000000000003,1440.0,444.799488
0,228,642.4,1305.6,448.000512,1440.0,480.0
0,229,524.X,1305.6,524.800512,1440.0,547.2
0,230,4768,1305.6,588.799488,1440.0,611.200512
0,231,756.81,1305.6,550.399488,1443.198976,582.4005119999999
0,232,563.3,1305.6,627.199488,1443.198976,649.600512
0,233,831.81,1305.6,652.8,1443.198976,678.4005119999999
0,234,<PO.>,1305.6,691.2,1443.198976,713.5994880000001
0,235,6866,1305.6,716.800512,1443.198976,751.9994879999999
0,236,3368,1305.6,755.200512,1443.198976,780.7994880000001
0,237,919-2,1305.6,793.600512,1443.198976,816.0
0,238,462,1305.6,832.0005120000001,1443.198976,854.4000000000001
0,239,1648-8,1305.6,857.599488,1443.198976,883.1999999999999
0,240,370,1318.4,895.9994879999999,1443.198976,918.400512
0,241,49.2,1318.4,921.5999999999999,1443.198976,953.599488
0,242,>7259 X,1446.4,281.599488,1577.598976,304.000512
0,243,29353.4,1446.4,345.6,1577.598976,374.4
0,244,32175 8,1446.4,384.0,1577.598976,406.399488
0,245,2244188,1446.4,448.000512,1577.598976,473.59948800000006
0,246,319137,1446.4,243.199488,1580.8,278.4
0,247,2416(3,1446.4,307.20000000000005,1580.8,342.400512
0,248,2385-5,1446.4,409.600512,1580.8,444.799488
0,249,5488811,1446.4,486.40051199999994,1580.8,508.79999999999995
0,250,24<09.4,1446.4,550.399488,1580.8,576.0
0,251,PAYMENT,1446.4,204.799488,1584.001024,240.0
0,252,24008.2,1446.4,511.999488,1584.001024,547.2
0,253,2X4X8.41,1446.4,588.799488,1584.001024,611.200512
0,254,280821,1446.4,614.4000000000001,1584.001024,649.600512
0,255,2733,1446.4,652.8,1584.001024,678.4005119999999
0,256,236728,1446.4,691.2,1584.001024,713.5994880000001
0,257,26.20,1446.4,716.800512,1584.001024,751.9994879999999
0,258,276773,1446.4,755.200512,1584.001024,780.7994880000001
0,259,22865,1459.2,793.600512,1584.001024,816.0
0,260,29882,1459.2,819.199488,1584.001024,851.2005119999999
0,261,31002 T,1459.2,857.599488,1584.001024,880.0005120000001
0,262,2.00,1459.2,895.9994879999999,1584.001024,918.400512
0,263,23378.5,1459.2,921.5999999999999,1587.2,953.599488
0,264,MMMM8,1587.2,204.799488,1724.801024,236.800512
0,265,3/913.7,1587.2,243.199488,1724.801024,265.600512
0,266,2705/ X,1587.2,281.599488,1724.801024,304.000512
0,267,24663,1587.2,307.20000000000005,1724.801024,339.199488
0,268,28353.4,1587.2,345.6,1724.801024,367.999488
0,269,321768,1587.2,371.200512,1724.801024,406.399488
0,270,2525.5,1587.2,409.600512,1724.801024,435.199488
0,271,2244L8,1587.2,448.000512,1724.801024,470.40000000000003
0,272,24888.1,1587.2,473.59948800000006,1724.801024,508.79999999999995
0,273,>608.2,1587.2,511.999488,1724.801024,537.5999999999999
0,274,24.09.4,1587.2,550.399488,1724.801024,572.800512
0,275,2848 4,1587.2,576.0,1724.801024,611.200512
0,276,28082-,1587.2,614.4000000000001,1724.801024,643.2
0,277,22733.3,1587.2,652.8,1724.801024,675.199488
0,278,56.20,1587.2,716.800512,1724.801024,748.8
0,279,23072.X,1587.2,678.4005119999999,1728.0,713.5994880000001
0,280,215773,1600.0,755.200512,1724.801024,777.5999999999999
0,281,2861,1600.0,793.600512,1731.198976,816.0
0,282,29982,1600.0,819.199488,1734.4,844.8000000000001
0,283,3.0027,1600.0,857.599488,1737.598976,880.0005120000001
0,284,164-U,1600.0,883.1999999999999,1737.598976,918.400512
0,285,2338-5,1600.0,921.5999999999999,1737.598976,953.599488
0,286,MM,1740.8,204.799488,1814.401024,227.200512
0,287,L,1740.8,243.199488,1814.401024,265.600512
0,288,7,1740.8,268.79999999999995,1814.401024,297.6
0,289,/,1740.8,307.20000000000005,1814.401024,329.599488
0,290,7,1740.8,332.800512,1814.401024,367.999488
0,291,C,1740.8,371.200512,1814.401024,393.59999999999997
0,292,/,1740.8,409.600512,1814.401024,432.0
0,293,7,1740.8,435.199488,1814.401024,470.40000000000003
0,294,1,1740.8,473.59948800000006,1814.401024,499.20000000000005
0,295,1,1740.8,511.999488,1814.401024,534.4005119999999
0,296,1,1740.8,550.399488,1814.401024,572.800512
0,297,-6,1740.8,576.0,1817.6,607.9994879999999
0,298,/,1740.8,614.4000000000001,1817.6,636.799488
0,299,/,1740.8,652.8,1824.0,675.199488
0,300,/1,1740.8,755.200512,1824.0,777.5999999999999
0,301,-4,1740.8,793.600512,1824.0,816.0
0,302,A,1740.8,819.199488,1824.0,841.600512
0,303,/,1740.8,857.599488,1824.0,880.0005120000001
0,304,Z,1740.8,678.4005119999999,1827.198976,713.5994880000001
0,305,1,1740.8,716.800512,1827.198976,742.399488
0,306,/,1740.8,895.9994879999999,1827.198976,918.400512
0,307,Z,1740.8,921.5999999999999,1827.198976,953.599488
0,308,M4FARW,1817.6,204.799488,1923.198976,227.200512
0,309,4.90,1817.6,230.39999999999998,1926.4,265.600512
0,310,TS,1817.6,268.79999999999995,1926.4,297.6
0,311,/R,1817.6,307.20000000000005,1929.598976,329.599488
0,312,RWAN,1817.6,332.800512,1929.598976,361.600512
0,313,MARY,1817.6,371.200512,1929.598976,393.59999999999997
0,314,AMPO,1817.6,396.799488,1929.598976,432.0
0,315,206,1817.6,435.199488,1929.598976,467.200512
0,316,9H,1817.6,473.59948800000006,1929.598976,496.000512
0,317,LAM,1817.6,576.0,1942.401024,601.600512
0,318,4,1830.4,511.999488,1932.8,534.4005119999999
0,319,ME,1830.4,537.5999999999999,1935.998976,572.800512
0,320,KUAN,1830.4,614.4000000000001,1942.401024,636.799488
0,321,-406,1830.4,652.8,1942.401024,675.199488
0,322,1PC,1830.4,678.4005119999999,1942.401024,707.200512
0,323,SR,1830.4,716.800512,1942.401024,739.2
0,324,4,1830.4,755.200512,1942.401024,777.5999999999999
0,325,.,1830.4,895.9994879999999,1942.401024,918.400512
0,326,KWAN,1830.4,921.5999999999999,1942.401024,953.599488
0,327,ROUND,1830.4,780.7994880000001,1945.6,816.0
0,328,RM/RM,1830.4,819.199488,1945.6,844.8000000000001
0,329,RIAN,1830.4,857.599488,1948.801024,880.0005120000001
1,0,22A,128.0,960.0,176.0,982.399488
1,1,238,128.0,985.600512,176.0,1011.199488
1,2,24B,128.0,1024.000512,176.0,1046.4
1,3,25E,128.0,1049.5994879999998,176.0,1072.000512
1,4,26R,128.0,1087.999488,176.0,1110.4005120000002
1,5,278,128.0,1113.6,176.0,1139.200512
1,6,288,140.8,1152.0,176.0,1174.399488
1,7,29E,140.8,1177.600512,176.0,1200.0
1,8,30B,140.8,1216.000512,176.0,1238.4
1,9,31B,140.8,1254.4005120000002,176.0,1267.1999999999998
1,10,AM,140.8,1279.999488,179.2,1302.4005120000002
1,11,2992S,179.2,960.0,304.001024,982.399488
1,12,489LS,179.2,985.600512,304.001024,1014.400512
1,13,6633,179.2,1024.000512,304.001024,1046.4
1,14,66912,179.2,1049.5994879999998,304.001024,1081.600512
1,15,64818,192.0,1087.999488,304.001024,1110.4005120000002
1,16,865,192.0,1113.6,304.001024,1142.4
1,17,9238,192.0,1152.0,304.001024,1174.399488
1,18,53.67,192.0,1190.4,304.001024,1206.4005120000002
1,19,CASHIER,192.0,1216.000512,304.001024,1238.4
1,20,ITEM,192.0,1254.4005120000002,304.001024,1273.600512
1,21,AMOUNT,192.0,1279.999488,304.001024,1302.4005120000002
1,22,3104,307.2,960.0,428.8,982.399488
1,23,968,307.2,985.600512,428.8,1011.199488
1,24,13.87,307.2,1087.999488,432.001024,1110.4005120000002
1,25,14904,307.2,1126.399488,432.001024,1142.4
1,26,11/8.5,320.0,1024.000512,428.8,1046.4
1,27,7836.8,320.0,1049.5994879999998,428.8,1078.399488
1,28,X,320.0,1152.0,432.001024,1174.399488
1,29,853,320.0,1177.600512,432.001024,1209.6
1,30,.,320.0,1216.000512,432.001024,1241.5994879999998
1,31,.,320.0,1254.4005120000002,432.001024,1273.600512
1,32,.,320.0,1279.999488,432.001024,1302.4005120000002
1,33,CASHIER,435.2,1024.000512,553.598976,1046.4
1,34,CASHIER,435.2,960.0,556.8,982.399488
1,35,ITEM,435.2,985.600512,556.8,1011.199488
1,36,2,435.2,1049.5994879999998,556.8,1081.600512
1,37,ITEM,435.2,1152.0,556.8,1174.399488
1,38,CASHIER,435.2,1087.999488,560.001024,1110.4005120000002
1,39,.,435.2,1126.399488,560.001024,1145.5994879999998
1,40,L,435.2,1190.4,560.001024,1212.799488
1,41,ITEM,435.2,1216.000512,560.001024,1238.4
1,42,L,435.2,1254.4005120000002,560.001024,1276.8000000000002
1,43,L,448.0,1279.999488,560.001024,1315.1999999999998
1,44,SRY6.51,563.2,960.0,688.001024,982.399488
1,45,6869,563.2,985.600512,688.001024,1011.199488
1,46,765.0,563.2,1024.000512,688.001024,1046.4
1,47,81200,563.2,1062.4005120000002,688.001024,1084.8000000000002
1,48,6868 Y,563.2,1087.999488,688.001024,1113.6
1,49,6465.4,563.2,1126.399488,688.001024,1148.800512
1,50,6439.Y,563.2,1152.0,688.001024,1180.8000000000002
1,51,6428,563.2,1190.4,688.001024,1212.799488
1,52,-,563.2,1216.000512,688.001024,1244.800512
1,53,-,563.2,1254.4005120000002,688.001024,1276.8000000000002
1,54,CASHIER,563.2,1279.999488,688.001024,1315.1999999999998
1,55,/,691.2,960.0,764.798976,982.399488
1,56,7,691.2,985.600512,764.798976,1011.199488
1,57,/,691.2,1024.000512,764.798976,1046.4
1,58,Z,691.2,1062.4005120000002,764.798976,1084.8000000000002
1,59,Z,691.2,1087.999488,764.798976,1113.6
1,60,/,691.2,1126.399488,764.798976,1148.800512
1,61,7,691.2,1152.0,764.798976,1177.600512
1,62,2,691.2,1190.4,764.798976,1216.000512
1,63,ITEM,691.2,1228.8000000000002,764.798976,1244.800512
1,64,LAM,691.2,1254.4005120000002,764.798976,1276.8000000000002
1,65,.,704.0,1292.800512,764.798976,1315.1999999999998
1,66,10/10 -X,768.0,960.0,896.0,982.399488
1,67,8144 X,768.0,985.600512,896.0,1011.199488
1,68,10 8/9.9,768.0,1024.000512,896.0,1046.4
1,69,D.20.Y,768.0,1062.4005120000002,896.0,1084.8000000000002
1,70,9530.3,768.0,1126.399488,896.0,1148.800512
1,71,LAM,768.0,1228.8000000000002,896.0,1251.199488
1,72,86689,768.0,1087.999488,899.201024,1116.799488
1,73,8.00,768.0,1164.799488,899.201024,1187.200512
1,74,0288.7,768.0,1190.4,899.201024,1216.000512
1,75,AMOUNT,780.8,1254.4005120000002,896.0,1279.999488
1,76,1,780.8,1292.800512,902.4,1315.1999999999998
1,77,4848.6,908.8,960.0,1027.198976,982.399488
1,78,999E.7,908.8,985.600512,1030.4,1011.199488
1,79,4/19.X,908.8,1024.000512,1033.598976,1046.4
1,80,6+2YALL,908.8,1062.4005120000002,1033.598976,1084.8000000000002
1,81,3/1.6,908.8,1087.999488,1033.598976,1113.6
1,82,4919.8,908.8,1126.399488,1033.598976,1148.800512
1,83,5062+,908.8,1164.799488,1033.598976,1187.200512
1,84,3250.7,908.8,1190.4,1033.598976,1216.000512
1,85,WWW.,908.8,1228.8000000000002,1033.598976,1251.199488
1,86,CASHIER,908.8,1254.4005120000002,1033.598976,1289.5994879999998
1,87,-,908.8,1292.800512,1033.598976,1327.999488
1,88,3+96.Y,1036.8,960.0,1164.8,982.399488
1,89,4165,1036.8,985.600512,1164.8,1020.7994880000001
1,90,3162,1036.8,1024.000512,1164.8,1049.5994879999998
1,91,49.51,1036.8,1062.4005120000002,1164.8,1084.8000000000002
1,92,2902.2,1036.8,1087.999488,1167.998976,1123.1999999999998
1,93,3/39.3,1036.8,1126.399488,1167.998976,1148.800512
1,94,36352,1036.8,1164.799488,1167.998976,1187.200512
1,95,43716,1036.8,1190.4,1167.998976,1219.1999999999998
1,96,(RM),1036.8,1228.8000000000002,1174.401024,1251.199488
1,97,LOTLE,1036.8,1267.1999999999998,1174.401024,1289.5994879999998
1,98,-,1049.6,1292.800512,1174.401024,1327.999488
1,99,CASHIER,1177.6,960.0,1302.401024,982.399488
1,100,CASHIER,1177.6,998.4000000000001,1302.401024,1020.7994880000001
1,101,.,1177.6,1024.000512,1305.6,1052.800512
1,102,CASHIER,1177.6,1100.800512,1308.801024,1123.1999999999998
1,103,-,1177.6,1126.399488,1308.801024,1152.0
1,104,TAX,1177.6,1228.8000000000002,1308.801024,1251.199488
1,105,TAX,1177.6,1062.4005120000002,1312.0,1084.8000000000002
1,106,CASH,1177.6,1164.799488,1312.0,1187.200512
1,107,CASHIER,1177.6,1203.199488,1312.0,1225.600512
1,108,WWW.,1177.6,1267.1999999999998,1315.198976,1289.5994879999998
1,109,WWW,1177.6,1292.800512,1315.198976,1327.999488
1,110,476.4,1318.4,960.0,1446.4,982.399488
1,111,654.2,1318.4,1024.000512,1446.4,1056.0
1,112,355.4,1318.4,998.4000000000001,1449.598976,1020.7994880000001
1,113,700,1318.4,1062.4005120000002,1449.598976,1084.8000000000002
1,114,280.4,1318.4,1100.800512,1449.598976,1123.1999999999998
1,115,39/3,1318.4,1126.399488,1449.598976,1158.4005120000002
1,116,843.2,1318.4,1164.799488,1452.8,1187.200512
1,117,SYT.X,1318.4,1203.199488,1452.8,1225.600512
1,118,CASHIER,1318.4,1228.8000000000002,1452.8,1260.799488
1,119,.,1318.4,1267.1999999999998,1452.8,1289.5994879999998
1,120,.,1318.4,1305.6,1452.8,1327.999488
1,121,$03.2,1459.2,960.0,1587.2,982.399488
1,122,20411,1459.2,998.4000000000001,1587.2,1020.7994880000001
1,123,564014,1459.2,1024.000512,1587.2,1056.0
1,124,32X($ Q,1459.2,1062.4005120000002,1590.401024,1087.999488
1,125,54656.1,1459.2,1126.399488,1590.401024,1161.6
1,126,2834.61,1459.2,1100.800512,1593.6,1123.1999999999998
1,127,2964,1459.2,1164.799488,1593.6,1187.200512
1,128,3669>81,1459.2,1203.199488,1596.801024,1225.600512
1,129,CASHIER,1459.2,1228.8000000000002,1596.801024,1264.000512
1,130,CASHIER,1459.2,1267.1999999999998,1596.801024,1292.800512
1,131,L,1459.2,1305.6,1596.801024,1337.5994879999998
1,132,>8128.2,1600.0,960.0,1737.598976,982.399488
1,133,0.04Y.X,1600.0,998.4000000000001,1737.598976,1020.7994880000001
